"msa","county","day","empirical","model"
"Atlanta","13171","2020-02-10",207,177.849596439424
"Atlanta","13171","2020-02-10",617,249.814245285289
"Atlanta","13171","2020-02-10",63,178.628114697419
"Atlanta","13171","2020-02-10",174,271.321163616577
"Atlanta","13171","2020-02-10",270,199.182133438767
"Atlanta","13171","2020-02-10",254,221.345290867344
"Atlanta","13171","2020-02-10",430,248.474165334158
"Atlanta","13171","2020-02-10",209,355.439425927947
"Atlanta","13171","2020-02-10",595,241.217061423447
"Atlanta","13171","2020-02-10",339,227.93577215393
"Atlanta","13171","2020-02-10",90,359.38707481463
"Atlanta","13171","2020-02-10",148,248.723964874716
"Atlanta","13063","2020-02-14",205,164.538077590356
"Atlanta","13063","2020-02-14",248,205.931168385571
"Atlanta","13063","2020-02-14",160,181.720799533712
"Atlanta","13063","2020-02-14",360,253.914501485816
"Atlanta","13063","2020-02-14",369,290.279997425101
"Atlanta","13063","2020-02-14",243,105.863900739825
"Atlanta","13063","2020-02-14",515,286.798313154752
"Atlanta","13063","2020-02-14",225,182.253045240419
"Atlanta","13063","2020-02-14",363,195.810296862976
"Atlanta","13063","2020-02-14",284,318.430440958652
"Atlanta","13063","2020-02-14",98,259.175552477685
"Atlanta","13063","2020-02-14",1614,462.364643404512
"Atlanta","13063","2020-02-14",235,431.33257674449
"Atlanta","13063","2020-02-14",524,313.15094263364
"Atlanta","13063","2020-02-14",67,218.428711248713
"Atlanta","13063","2020-02-14",354,625.205057976287
"Atlanta","13063","2020-02-14",821,421.847080114404
"Atlanta","13063","2020-02-14",135,258.691424781432
"Atlanta","13063","2020-02-14",149,511.840718563176
"Atlanta","13063","2020-02-14",321,313.324572594134
"Atlanta","13063","2020-02-14",303,250.100722457584
"Atlanta","13063","2020-02-14",447,252.479446406373
"Atlanta","13063","2020-02-14",747,309.915031146251
"Atlanta","13063","2020-02-14",418,354.6639769513
"Atlanta","13063","2020-02-14",383,385.837921592964
"Atlanta","13063","2020-02-14",300,303.312913152206
"Atlanta","13063","2020-02-14",398,423.133124444003
"Atlanta","13063","2020-02-14",585,256.821953195336
"Atlanta","13063","2020-02-14",231,358.450017112521
"Atlanta","13063","2020-02-14",91,135.66071171799
"Atlanta","13063","2020-02-14",107,109.57451311221
"Atlanta","13063","2020-02-14",140,140.470961343756
"Atlanta","13063","2020-02-14",215,328.507522538116
"Atlanta","13063","2020-02-14",203,230.11006438215
"Atlanta","13063","2020-02-14",84,147.168133414792
"Atlanta","13063","2020-02-14",71,101.407635811042
"Atlanta","13063","2020-02-14",278,206.402027173154
"Atlanta","13063","2020-02-14",63,229.808275603724
"Atlanta","13063","2020-02-14",204,361.35968983124
"Atlanta","13063","2020-02-14",178,253.752265708295
"Atlanta","13063","2020-02-14",235,318.603663475005
"Atlanta","13063","2020-02-14",536,356.031968078549
"Atlanta","13063","2020-02-14",562,376.613712333943
"Atlanta","13063","2020-02-14",307,232.229280575445
"Atlanta","13063","2020-02-14",258,292.675166655049
"Atlanta","13063","2020-02-14",313,256.321482499415
"Atlanta","13063","2020-02-14",306,285.971650358387
"Atlanta","13063","2020-02-14",145,157.100299124557
"Atlanta","13063","2020-02-14",290,277.468890289249
"Atlanta","13063","2020-02-14",356,204.359454200839
"Atlanta","13063","2020-02-14",201,148.643813437692
"Atlanta","13063","2020-02-14",208,202.182664408529
"Atlanta","13063","2020-02-14",426,333.063361736827
"Atlanta","13063","2020-02-14",236,299.641010202723
"Atlanta","13063","2020-02-14",91,225.818157221245
"Atlanta","13063","2020-02-14",167,167.86899101568
"Atlanta","13063","2020-02-14",100,144.639531425364
"Atlanta","13063","2020-02-14",240,306.041365831663
"Atlanta","13063","2020-02-14",337,243.992172872242
"Atlanta","13063","2020-02-14",267,129.832935645759
"Atlanta","13063","2020-02-14",160,312.880036728073
"Atlanta","13063","2020-02-14",349,440.217989950266
"Atlanta","13063","2020-02-14",289,302.098050798753
"Atlanta","13063","2020-02-14",243,229.176113802842
"Atlanta","13063","2020-02-14",250,367.549299359086
"Atlanta","13063","2020-02-14",244,146.486456966138
"Atlanta","13063","2020-02-14",190,250.780727377216
"Atlanta","13063","2020-02-14",326,324.278397821129
"Atlanta","13063","2020-02-14",149,334.122112172253
"Atlanta","13063","2020-02-14",219,431.655666273462
"Atlanta","13063","2020-02-14",274,397.84670562499
"Atlanta","13063","2020-02-14",189,146.050078402225
"Atlanta","13063","2020-02-14",562,241.127647600254
"Atlanta","13063","2020-02-14",773,513.492917609102
"Atlanta","13063","2020-02-14",659,465.305870166953
"Atlanta","13063","2020-02-14",400,467.634025550264
"Atlanta","13063","2020-02-14",416,345.883545138328
"Atlanta","13063","2020-02-14",385,267.86667824569
"Atlanta","13063","2020-02-14",198,199.680737006436
"Atlanta","13063","2020-02-14",298,199.417286553895
"Atlanta","13063","2020-02-14",483,147.791515852182
"Atlanta","13063","2020-02-14",391,268.918980862065
"Atlanta","13063","2020-02-14",516,242.112615019455
"Atlanta","13063","2020-02-14",215,278.739646157941
"Atlanta","13063","2020-02-14",0,209.513205363281
"Atlanta","13063","2020-02-14",498,368.362449418044
"Atlanta","13063","2020-02-14",431,328.956958483501
"Atlanta","13063","2020-02-14",620,245.832204626368
"Atlanta","13063","2020-02-14",240,391.645908091207
"Atlanta","13063","2020-02-14",339,369.545192387328
"Atlanta","13063","2020-02-14",183,132.83753342174
"Atlanta","13063","2020-02-14",268,206.117210264304
"Atlanta","13063","2020-02-14",425,475.559092331782
"Atlanta","13063","2020-02-14",348,366.502003503471
"Atlanta","13063","2020-02-14",318,225.878786671201
"Atlanta","13063","2020-02-14",275,208.930456044542
"Atlanta","13063","2020-02-14",292,364.4284322648
"Atlanta","13063","2020-02-14",399,481.489145807896
"Atlanta","13063","2020-02-14",317,426.016436070599
"Atlanta","13063","2020-02-14",227,289.181418041945
"Atlanta","13063","2020-02-14",166,291.256006855536
"Atlanta","13063","2020-02-14",307,295.851308412587
"Atlanta","13063","2020-02-14",337,238.853985582637
"Atlanta","13063","2020-02-14",274,332.452815977939
"Atlanta","13063","2020-02-14",356,349.421752599752
"Atlanta","13063","2020-02-14",350,465.550094133138
"Atlanta","13063","2020-02-14",385,245.35554065395
"Atlanta","13063","2020-02-14",254,348.86964369065
"Atlanta","13063","2020-02-14",315,216.126844639711
"Atlanta","13063","2020-02-14",295,483.160804609849
"Atlanta","13063","2020-02-14",160,207.246219047121
"Atlanta","13063","2020-02-14",745,742.280385300545
"Atlanta","13063","2020-02-14",349,231.286591527622
"Atlanta","13063","2020-02-14",137,196.785436185022
"Atlanta","13063","2020-02-14",657,314.028458005935
"Atlanta","13063","2020-02-14",242,343.68954666797
"Atlanta","13063","2020-02-14",147,275.556613421479
"Atlanta","13063","2020-02-14",180,215.510185750283
"Atlanta","13063","2020-02-14",256,300.30349210394
"Atlanta","13063","2020-02-14",206,177.667507680868
"Atlanta","13063","2020-02-14",144,277.697699815421
"Atlanta","13063","2020-02-14",130,116.152618561458
"Atlanta","13063","2020-02-14",172,110.370449904813
"Atlanta","13063","2020-02-14",363,189.417477624428
"Atlanta","13063","2020-02-14",222,198.500246901016
"Atlanta","13063","2020-02-14",160,180.556267660324
"Atlanta","13089","2020-02-11",240,232.839431899572
"Atlanta","13089","2020-02-11",178,62.5924100875109
"Atlanta","13089","2020-02-11",217,175.524505329228
"Atlanta","13089","2020-02-11",256,199.657351069621
"Atlanta","13089","2020-02-11",271,290.528428244538
"Atlanta","13089","2020-02-11",196,159.853505960119
"Atlanta","13089","2020-02-11",169,213.175840624475
"Atlanta","13089","2020-02-11",166,267.716575182233
"Atlanta","13089","2020-02-11",341,252.199316601367
"Atlanta","13089","2020-02-11",392,240.889597929434
"Atlanta","13089","2020-02-11",499,112.827597122188
"Atlanta","13089","2020-02-11",289,165.247266847698
"Atlanta","13089","2020-02-11",119,93.4926321658645
"Atlanta","13089","2020-02-11",195,205.884238837717
"Atlanta","13089","2020-02-11",250,172.456589320495
"Atlanta","13089","2020-02-11",808,262.262495897726
"Atlanta","13089","2020-02-11",66,228.064626475114
"Atlanta","13089","2020-02-11",67,101.065205424601
"Atlanta","13089","2020-02-11",97,155.461355641853
"Atlanta","13089","2020-02-11",0,66.9736186852077
"Atlanta","13089","2020-02-11",626,177.218347293833
"Atlanta","13089","2020-02-11",134,158.393920441011
"Atlanta","13089","2020-02-11",281,146.958222876479
"Atlanta","13089","2020-02-11",200,124.64400806978
"Atlanta","13089","2020-02-11",166,215.494922683232
"Atlanta","13089","2020-02-11",468,326.226473188897
"Atlanta","13089","2020-02-11",292,246.515067592248
"Atlanta","13089","2020-02-11",157,150.151845278269
"Atlanta","13089","2020-02-11",125,145.335264426749
"Atlanta","13089","2020-02-11",183,240.828037376787
"Atlanta","13089","2020-02-11",102,188.690073765683
"Atlanta","13089","2020-02-11",324,252.591146895631
"Atlanta","13089","2020-02-11",390,192.949232826043
"Atlanta","13089","2020-02-11",369,392.161118418997
"Atlanta","13089","2020-02-11",238,206.290759975531
"Atlanta","13089","2020-02-11",148,123.92553964025
"Atlanta","13089","2020-02-11",106,161.903594279156
"Atlanta","13089","2020-02-11",78,139.57966601168
"Atlanta","13089","2020-02-11",291,137.264053525677
"Atlanta","13089","2020-02-11",97,162.228420135826
"Atlanta","13089","2020-02-11",284,185.826714538013
"Atlanta","13089","2020-02-11",196,155.759433062906
"Atlanta","13089","2020-02-11",200,257.700567006022
"Atlanta","13089","2020-02-11",281,285.927938323342
"Atlanta","13089","2020-02-11",431,107.146268122568
