"day","empirical","exp"
2020-02-10,920,606.761293530942
2020-02-10,236,1057.84876890122
2020-02-10,774,447.913547535567
2020-02-10,966,555.168948129591
2020-02-10,694,609.030885824544
2020-02-10,820,645.497281336095
2020-02-10,900,528.631730283766
2020-02-10,375,358.435725030677
2020-02-10,469,407.114660452555
2020-02-10,569,542.67573645028
2020-02-10,409,436.042039831547
2020-02-10,604,370.634554402872
2020-02-10,1152,774.157031487282
2020-02-10,691,482.972090572708
2020-02-10,593,409.907739282846
2020-02-10,376,468.254778130333
2020-02-10,935,324.714215427141
2020-02-10,744,596.254761753221
2020-02-10,950,378.921531784935
2020-02-10,1559,600.117104015312
2020-02-10,964,562.655424555887
2020-02-10,453,616.801186181426
2020-02-10,883,593.862749538952
2020-02-10,734,497.641682331832
2020-02-10,1045,551.895271993917
2020-02-10,616,686.095706807936
2020-02-10,762,438.832920132772
2020-02-10,631,558.473147391221
2020-02-10,1090,576.289685532777
2020-02-10,884,610.282385207053
2020-02-10,384,528.365968352749
2020-02-10,680,956.774895729102
2020-02-10,737,799.801521975431
2020-02-10,1131,801.582560631607
2020-02-10,286,466.781088783492
2020-02-10,577,598.92924392178
2020-02-10,611,283.192601787738
2020-02-10,704,545.709825650849
2020-02-10,724,412.101556205281
2020-02-10,696,546.117513613062
2020-02-10,1220,549.570463061521
2020-02-10,959,787.055757423053
2020-02-10,944,688.759684464241
2020-02-10,1300,674.428488285538
2020-02-10,1423,755.691023160018
2020-02-10,728,431.935224319882
2020-02-10,720,604.34103397996
2020-02-10,266,315.587077951105
2020-02-10,524,329.581323447531
2020-02-10,494,304.527913200254
2020-02-10,675,498.849314382743
2020-02-10,370,307.412045185763
2020-02-10,476,328.090590057983
2020-02-10,817,442.106506057226
2020-02-10,395,547.490137812806
2020-02-10,522,416.371762727492
2020-02-10,278,438.090431388326
2020-02-10,722,652.556090283593
2020-02-10,1190,707.792287181162
2020-02-10,924,527.068420263576
2020-02-10,744,584.987709380379
2020-02-10,730,412.08752763256
2020-02-10,658,514.912817318748
2020-02-10,618,672.770413897819
2020-02-10,619,409.221560290971
2020-02-10,395,461.884332972746
2020-02-10,984,777.580875656779
2020-02-10,374,615.08526975894
2020-02-10,797,445.874232554108
2020-02-10,288,526.217673080878
2020-02-10,535,333.191410632504
2020-02-10,277,406.980944903435
2020-02-10,653,494.227426387003
2020-02-10,640,291.316969021328
2020-02-10,395,355.174694813894
2020-02-10,377,324.566000039443
2020-02-10,485,472.456792800099
2020-02-10,1137,665.628576438501
2020-02-10,916,579.966581527565
2020-02-10,1148,643.720493537402
2020-02-10,1086,399.068687910496
2020-02-10,724,604.87455848299
2020-02-10,836,720.940207310784
2020-02-10,679,578.674979537859
2020-02-10,688,549.356632716326
2020-02-10,553,451.558023028969
2020-02-10,499,354.497410839275
2020-02-10,1127,339.402051162019
2020-02-10,728,792.469795317218
2020-02-10,913,586.704967797425
2020-02-10,589,542.459667709269
2020-02-10,991,545.388518525135
2020-02-10,983,579.224600812421
2020-02-10,920,641.511502019448
2020-02-10,715,491.076049345438
2020-02-10,1013,487.281986572239
2020-02-10,877,741.788833150123
2020-02-10,574,537.632690343037
2020-02-10,569,706.726812390698
2020-02-10,824,492.394235762852
2020-02-10,779,436.535044956608
2020-02-10,754,365.419122146022
2020-02-10,396,361.764852505357
2020-02-10,543,430.368050626421
2020-02-10,888,479.853454241764
2020-02-10,1488,819.593544100364
2020-02-10,1190,718.98390023149
2020-02-10,405,537.352477720648
2020-02-10,521,683.376151160513
2020-02-10,857,418.609371899236
2020-02-10,588,488.475301328657
2020-02-10,984,398.95467701066
2020-02-10,905,559.493046310089
2020-02-10,638,315.246708692677
2020-02-10,1103,455.02411457609
2020-02-10,842,723.489918549044
2020-02-10,1236,545.229356626931
2020-02-10,489,587.74852722001
2020-02-10,578,585.06090212246
2020-02-10,576,600.468625486291
2020-02-10,743,393.458645877709
2020-02-10,536,446.053673049952
2020-02-10,675,458.359540920894
2020-02-10,545,288.986947787896
2020-02-10,1169,521.102038542741
2020-02-10,577,414.257362109848
2020-02-10,717,836.46105108919
2020-02-10,837,825.817362846074
2020-02-10,690,859.701443763689
2020-02-10,532,383.157215270326
2020-02-10,699,513.494331830432
2020-02-10,1032,429.178567171705
2020-02-10,565,553.607022454533
2020-02-10,764,493.354005657836
2020-02-10,1279,380.207573995515
2020-02-10,486,907.028847593365
2020-02-10,681,512.140512084713
2020-02-10,688,470.190222733826
2020-02-10,643,441.913537415594
2020-02-10,963,539.865202518651
2020-02-10,467,504.156764326189
2020-02-10,391,508.345251504641
2020-02-10,740,365.394476622843
2020-02-10,786,618.456984515879
2020-02-10,680,700.590711846509
2020-02-10,1334,500.419817674053
2020-02-10,715,694.628969163085
2020-02-10,1244,603.40947393355
2020-02-10,894,722.635991625847
2020-02-10,842,261.59251680576
2020-02-10,462,530.725106420157
2020-02-10,741,380.39558872191
2020-02-10,847,554.167587297029
2020-02-10,1488,550.450432061957
2020-02-10,887,738.421249408912
2020-02-10,662,782.425059489127
2020-02-10,1575,726.26114470269
2020-02-10,993,610.78445757036
