"day","lag","rho","error","index","model"
2020-02-10,36,0.416877117520097,72.1148199485828,"exp","gravity"
2020-02-11,36,0.41650848579347,69.6476880918135,"exp","gravity"
2020-02-12,36,0.41679791258575,71.5674069426596,"exp","gravity"
2020-02-13,36,0.416788313509778,71.5017288942099,"exp","gravity"
2020-02-14,36,0.417145194337923,74.0432331392403,"exp","gravity"
2020-02-15,36,0.416024425859472,66.6331523837653,"exp","gravity"
2020-02-16,36,0.415279901562907,62.5513426135256,"exp","gravity"
2020-03-30,36,0.410225986622272,45.3895054189617,"exp","gravity"
2020-03-31,36,0.409454225010176,43.6931761686003,"exp","gravity"
2020-04-01,36,0.412139348408716,50.4161546560451,"exp","gravity"
2020-04-02,36,0.411946488009816,49.8468511907405,"exp","gravity"
2020-04-03,36,0.412226511511517,50.6787415042723,"exp","gravity"
2020-04-04,36,0.411409429892712,48.3416312041372,"exp","gravity"
2020-04-05,36,0.410206027869774,45.3435372129314,"exp","gravity"
2020-02-10,36,0.413462044239964,80.652113688338,"exp","radial"
2020-02-11,36,0.413092389443442,77.8552797051902,"exp","radial"
2020-02-12,36,0.41338311401008,80.0315359820819,"exp","radial"
2020-02-13,36,0.413373509462883,79.9570800649653,"exp","radial"
2020-02-14,36,0.413724759458374,82.8383102853468,"exp","radial"
2020-02-15,36,0.412599016724022,74.438051952957,"exp","radial"
2020-02-16,36,0.411870030890198,69.811315134369,"exp","radial"
2020-03-30,36,0.406911344661432,50.3652657984033,"exp","radial"
2020-03-31,36,0.406114101313501,48.444142947746,"exp","radial"
2020-04-01,36,0.408801031722479,56.0593655446536,"exp","radial"
2020-04-02,36,0.4086012507158,55.4143824653046,"exp","radial"
2020-04-03,36,0.408886409086435,56.3568652472846,"exp","radial"
2020-04-04,36,0.408073386494512,53.7091673147674,"exp","radial"
2020-04-05,36,0.406891765375138,50.3132026236298,"exp","radial"
